,סוג,שנה,יד,סמ״ק,מחיר,קילומטראז',סוג מנוע,תיבת הילוכים,צבע,תאריך עליה לכביש,טסט עד,בעלות נוכחית,מוכן להחלפה,מותאם לנכים,זיהום מירבי,אזור המכירה:,בעלות קודמת,שם הסוכנות:
801,טויוטה קורולה,2010,2,1598,"55,000 ₪","75,000",בנזין,אוטומט,כסוף מטאלי,06/2010,06/2022,פרטית,לא,לא,15,גן יבנה,פרטית,
802,שברולט סוניק,2011,3,1398,"10,000 ₪","144,500",בנזין,אוטומט,כחול בהיר מטאלי,01/2011,08/2022,פרטית,לא,לא,14,חופית,פרטית,
803,סוזוקי סוויפט,2009,2,1490,"19,000 ₪","250,000",בנזין,אוטומט,שחור,05/2009,05/2022,פרטית,לא,לא,14,תל אביב יפו,ליסינג,
804,יונדאי i10,2018,1,1248,"55,000 ₪","80,000",בנזין,אוטומט,בורדו,04/2018,04/2022,פרטית,לא,לא,11,קרית גת,,
805,ניסאן קשקאי,2017,2,1197,"84,000 ₪","74,000",בנזין,אוטומט,אפור מטאלי,04/2017,04/2022,פרטית,לא,לא,13,חדרה,פרטית,
806,סיאט לאון,2018,2,1798,לא צוין מחיר,"73,000",בנזין,אוטומט,כחול בהיר מטאלי,08/2018,08/2022,פרטית,לא,לא,12,נתניה,פרטית,
807,שברולט מאליבו,2010,1,3500,"30,000 ₪","30,000",בנזין,אוטומט,כחול,02/2010,06/2022,פרטית,לא,לא,15,ירושלים,,
808,אאודי A5,2015,1,1798,לא צוין מחיר,"175,000",בנזין,אוטומט,שחור מטאלי,05/2015,05/2022,פרטית,לא,לא,13,עראבה,,
809,קיה סיד / CEED,2014,2,1591,לא צוין מחיר,"197,000",בנזין,אוטומט,אפור,05/2014,05/2022,פרטית,לא,לא,13,תל אביב יפו,חברה,
810,טויוטה קורולה,2009,4,1598,"22,000 ₪","236,000",בנזין,אוטומט,כסף מטלי,06/2009,06/2022,פרטית,לא,לא,15,בנימינה גבעת עדה,פרטית,
811,דאצ'יה סנדרו Stepway,2019,2,898,"53,000 ₪","50,070",בנזין,אוטומט,אפור מטאלי,01/2019,01/2022,פרטית,לא,לא,12,קרית אתא,פרטית,
812,יונדאי i10,2012,2,1086,"20,000 ₪","137,000",בנזין,אוטומט,כחול מטאלי,08/2012,08/2022,פרטית,לא,לא,9,ראש העין,ליסינג,
813,פורד פוקוס,2008,1,1999,"14,000 ₪","180,000",בנזין,אוטומט,לבן,08/2008,12/2022,פרטית,לא,לא,15,שאר ישוב,,
814,ב.מ.וו סדרה 5,2016,3,1997,"155,000 ₪","95,000",בנזין,אוטומט,לבן שנהב,01/2016,01/2022,פרטית,לא,לא,14,באר שבע,פרטית,
815,מיצובישי לנסר (עד 1993),1990,2,1498,"10,000 ₪","89,000",בנזין,אוטומט,כסוף,06/1990,12/2022,פרטית,לא,לא,NaN,חדרה,פרטית,
816,ב.מ.וו סדרה 5,2014,2,2979,לא צוין מחיר,"150,000",בנזין,אוטומט,אפור מטאלי,10/2014,10/2022,פרטית,לא,לא,15,באר שבע,פרטית,
817,סקודה פאביה,2012,3,1390,"12,500 ₪","270,000",בנזין,ידנית,בורדו מטאלי,12/2012,06/2022,פרטית,לא,לא,14,מודיעין מכבים רעות,פרטית,
818,יונדאי סונטה הייבריד,2018,3,1999,"115,000 ₪","85,000",בנזין,אוטומט,לבן,11/2018,11/2022,פרטית,לא,לא,3,אליפלט,פרטית,
819,מרצדס S-Class,2017,2,2996,לא צוין מחיר,"81,000",היברידי חשמל / בנזין,אוטומט,שחור מטאלי,09/2017,09/2022,פרטית,לא,לא,2,גבעת זאב,פרטית,
820,פולקסווגן ג'טה,2013,3,1197,"24,990 ₪","200,000",בנזין,אוטומט,לבן,05/2013,05/2022,פרטית,לא,לא,7,רמלה,פרטית,
821,אאודי A3,2016,3,1395,לא צוין מחיר,"68,000",בנזין,אוטומט,לבן,10/2016,10/2022,פרטית,לא,לא,13,באר שבע,פרטית,
822,יונדאי i25,2013,3,1396,"32,000 ₪","150,000",בנזין,אוטומט,כסוף,,04/2022,פרטית,לא,לא,13,חיפה,ליסינג,
823,סקודה אוקטביה,2013,3,1197,"30,000 ₪","210,000",בנזין,אוטומט,אפור,01/2013,,פרטית,לא,לא,14,נצרת,פרטית,
824,יונדאי אקסנט (עד 2012),2011,3,1399,"13,000 ₪","226,263",בנזין,אוטומט,לבן,06/2011,04/2022,פרטית,לא,לא,15,ג'דידה מכר,פרטית,
825,אאודי Q2,2018,2,999,"124,000 ₪","93,000",בנזין,אוטומט,שחור מטאלי,05/2018,05/2022,פרטית,לא,לא,13,רחובות,פרטית,
826,מאזדה 5,2009,3,1999,"28,000 ₪","170,000",בנזין,אוטומט,ירוק בהיר,,07/2022,פרטית,לא,לא,15,ירושלים,פרטית,
827,מיני JCW,2016,1,1998,"135,000 ₪","111,000",בנזין,אוטומט,אפור,05/2016,05/2022,פרטית,לא,לא,14,באר שבע,,אלברטו קאר
828,ב.מ.וו סדרה 4,2015,3,1998,"153,000 ₪","98,000",בנזין,אוטומט,לבן פנינה,06/2015,06/2022,פרטית,לא,לא,15,תל אביב יפו,פרטית,
829,פיג'ו 108,2016,1,998,"34,900 ₪","25,000",בנזין,רובוטית,כחול מטאלי,08/2016,08/2022,ליסינג,לא,לא,4,ירושלים,,
830,קיה סורנטו,2014,2,2359,לא צוין מחיר,"160,000",בנזין,אוטומט,אפור,01/2014,01/2022,פרטית,לא,לא,15,נצרת,פרטית,
831,ב.מ.וו סדרה 7,2017,1,1998,לא צוין מחיר,"70,000",היברידי חשמל / בנזין,אוטומט,כסוף,11/2017,,פרטית,לא,לא,2,אשדוד,,
832,יונדאי i35,2015,3,1591,"53,000 ₪","120,000",בנזין,אוטומט,לבן,12/2015,12/2022,פרטית,כן,לא,14,ירושלים,ליסינג,
833,מאזדה 6,2016,3,1998,"75,000 ₪","140,000",בנזין,אוטומט,לבן פנינה,10/2016,10/2022,פרטית,לא,לא,14,שדרות,ליסינג,
834,יונדאי סונטה הייבריד,2017,1,1999,"100,000 ₪","112,000",בנזין,אוטומט,כסוף,01/2017,01/2022,פרטית,לא,לא,3,אשקלון,,
835,טויוטה C-HR,2017,2,1798,"108,000 ₪","63,000",בנזין,אוטומט,אפור,03/2017,03/2022,פרטית,לא,לא,3,באר שבע,פרטית,
836,סיאט לאון,2019,2,1984,"148,000 ₪","68,000",בנזין,אוטומט,שחור מטאלי,03/2019,03/2022,פרטית,לא,לא,4,עספיא,פרטית,
837,סקודה אוקטביה,2014,3,1197,"42,000 ₪","183,000",בנזין,אוטומט,שחור מטאלי,05/2014,05/2022,פרטית,לא,לא,14,אופקים,השכרה,
838,ב.מ.וו סדרה 5,1996,3,2494,"39,000 ₪","205,000",בנזין,אוטומט,לבן,,,פרטית,לא,לא,NaN,תל אביב יפו,פרטית,
839,סקודה אוקטביה ספייס,2011,1,1197,לא צוין מחיר,"230,000",בנזין,אוטומט,אפור עכבר,,12/2022,פרטית,לא,לא,14,בית שמש,,
840,הונדה סיוויק סדאן החדשה,2008,4,1799,"21,000 ₪","165,000",בנזין,אוטומט,אפור מטאלי,07/2008,07/2022,פרטית,לא,לא,14,חיפה,פרטית,
841,הונדה סיוויק סדאן החדשה,2008,4,1799,"24,000 ₪","190,000",בנזין,אוטומט,זהב,08/2008,08/2022,פרטית,לא,לא,14,חשמונאים,פרטית,
842,סוזוקי ויטרה,2016,3,1586,"74,000 ₪","61,000",בנזין,אוטומט,אפור מטאלי,07/2016,07/2022,פרטית,לא,לא,10,יבנה,פרטית,
843,שברולט קרוז,2012,2,1362,"31,000 ₪","96,000",בנזין,אוטומט,שחור מטאלי,08/2012,08/2022,פרטית,לא,לא,14,כפר סבא,פרטית,
844,סיאט לאון,2013,2,1789,"40,000 ₪","162,000",בנזין,אוטומט,לבן,03/2013,03/2022,פרטית,לא,לא,13,נצרת,פרטית,
845,שברולט טראוורס,2010,3,3564,"58,000 ₪","198,000",בנזין,אוטומט,לבן,03/2010,03/2022,פרטית,כן,לא,15,ירושלים,פרטית,
846,סקודה אוקטביה,2016,2,1197,"55,000 ₪","140,000",בנזין,אוטומט,כסף מטלי,07/2016,07/2022,פרטית,כן,לא,9,עראבה,פרטית,
847,הונדה סיוויק סטיישן,2017,2,1798,"56,000 ₪","145,000",בנזין,אוטומט,לבן,,06/2022,פרטית,לא,לא,14,באר שבע,ליסינג,
848,מאזדה 6,2014,2,2488,לא צוין מחיר,"200,000",בנזין,אוטומט,לבן פנינה,06/2014,07/2022,פרטית,לא,לא,14,טירת כרמל,פרטית,
849,פולקסווגן שירוקו,2011,3,1390,"50,000 ₪","200,000",בנזין,ידנית,שחור,01/2011,01/2023,פרטית,כן,לא,15,חורפיש,פרטית,
850,מאזדה 5,2011,1,1999,"42,000 ₪","200,000",בנזין,אוטומט,כסוף,12/2011,12/2022,פרטית,לא,לא,15,ירושלים,,
851,סקודה ראפיד,2014,2,1390,"31,000 ₪","142,000",בנזין,אוטומט,כסוף,,04/2022,פרטית,לא,לא,14,אילת,ליסינג,
852,סובארו אימפרזה גרנד לאונה,2001,2,1597,"5,000 ₪","211,000",בנזין,אוטומט,כסף מטלי,,06/2022,פרטית,לא,לא,NaN,ראשון לציון,פרטית,
853,טויוטה אוריס הייבריד,2017,2,1798,"89,999 ₪","41,000",בנזין,אוטומט,אפור מטאלי,06/2017,06/2022,פרטית,לא,לא,3,באר שבע,פרטית,
854,קרייזלר גראנד וויאג'ר,2009,3,3778,"28,000 ₪","207,000",בנזין,אוטומט,שחור מטאלי,01/2009,01/2022,פרטית,לא,לא,15,ראש העין,פרטית,
855,ב.מ.וו X5,2017,1,1997,לא צוין מחיר,"98,000",היברידי חשמל / בנזין,אוטומט,אפור עכבר,09/2017,09/2022,פרטית,לא,לא,3,לוד,,
856,שברולט טראוורס,2018,1,3564,"170,000 ₪","70,000",בנזין,אוטומט,כסוף מטאלי,02/2018,02/2022,פרטית,לא,לא,15,אשדוד,,
857,ניסאן מיקרה,2014,3,1198,"18,500 ₪","126,000",בנזין,ידנית,שחור מטאלי,02/2014,02/2022,פרטית,לא,לא,7,אלעד,פרטית,
858,ב.מ.וו סדרה 5,2021,2,1998,"400,000 ₪","2,000",היברידי חשמל / בנזין,אוטומט,לבן,04/2021,04/2022,פרטית,לא,לא,2,רמת השרון,פרטית,
859,פורד מונדאו,2012,5,1999,לא צוין מחיר,"250,000",בנזין,אוטומט,לבן,02/2012,02/2022,פרטית,לא,לא,15,חדרה,השכרה,
860,יונדאי ולוסטר,2014,2,1591,"51,000 ₪","162,000",בנזין,אוטומט,אפור עכבר,,,פרטית,לא,לא,13,חולון,פרטית,
861,יונדאי טרג'ט,2006,3,1991,"14,000 ₪","250,000",דיזל,אוטומט,כחול בהיר,,03/2022,פרטית,לא,לא,NaN,בת ים,פרטית,
862,דאצ'יה דאסטר החדש,2018,1,1461,"83,000 ₪","80,000",דיזל,אוטומט,אפור מטאלי,05/2018,05/2022,פרטית,לא,לא,12,שדי אברהם,,
863,פורד פוקוס,2012,2,1596,"19,000 ₪","150,000",בנזין,אוטומט,כסוף,,04/2022,פרטית,כן,לא,14,נתניה,ליסינג,
864,אופל אסטרה,2017,1,1399,"53,000 ₪","128,000",בנזין,אוטומט,לבן מטאלי,10/2017,10/2022,ליסינג,כן,לא,10,כפר יונה,,מוטודיל
865,מאזדה 2,2008,4,1498,"15,000 ₪","270,000",בנזין,אוטומט,כחול כהה מטאלי,,,פרטית,לא,לא,14,כפר יונה,פרטית,
866,ניסאן ג'וק / Juke,2012,1,1598,"35,000 ₪","158,000",בנזין,אוטומט,שחור,02/2012,02/2022,פרטית,לא,לא,15,חולון,,
867,ניסאן קשקאי,2021,1,1332,"185,000 ₪","1,000",בנזין,אוטומט,לבן שנהב,10/2021,,פרטית,לא,לא,8,קרית מוצקין,,
868,טויוטה יאריס הייבריד,2015,2,1497,לא צוין מחיר,"163,000",בנזין,אוטומט,אפור מטאלי,02/2015,02/2022,פרטית,כן,לא,2,עפולה,השכרה,
869,סובארו אימפרזה טורבו,2004,10,1994,"98,000 ₪","185,000",בנזין,ידנית,שחור,,12/2022,פרטית,לא,לא,NaN,בת ים,פרטית,
870,סקודה פאביה,2013,2,1390,"19,900 ₪","192,500",בנזין,ידנית,חום מטאלי,03/2013,03/2022,פרטית,לא,לא,14,מצפה שלם,פרטית,
871,שברולט קרוז,2012,2,1598,"4,000 ₪","150,000",בנזין,אוטומט,אפור,07/2012,,פרטית,לא,לא,14,ראשון לציון,פרטית,
872,אאודי Q5,2012,2,1984,"85,000 ₪","120,000",בנזין,אוטומט,אפור עכבר,01/2012,01/2022,פרטית,לא,לא,15,ירושלים,פרטית,
873,מרצדס A-Class,2017,3,1595,לא צוין מחיר,"52,000",בנזין,אוטומט,לבן,03/2017,03/2022,פרטית,לא,לא,9,בוקעתא,פרטית,
874,סיאט איביזה,2012,3,1197,לא צוין מחיר,"148,000",בנזין,אוטומט,שחור,,01/2022,פרטית,לא,לא,14,צפת,פרטית,
875,דייהטסו סיריון,2007,5,1298,"9,200 ₪","181,000",בנזין,אוטומט,ירוק בהיר,04/2007,04/2022,פרטית,לא,לא,13,ירושלים,פרטית,
876,מיצובישי לנסר הדור החדש,2011,3,1499,"14,000 ₪","186,000",בנזין,אוטומט,כסוף,06/2011,07/2022,פרטית,לא,לא,15,כרם יבנה,פרטית,
877,אלפא רומיאו ג'ולייטה,2013,2,1368,"34,999 ₪","172,000",בנזין,רובוטית,לבן,,04/2022,פרטית,כן,לא,12,רעננה,פרטית,
878,ניסאן סנטרה,2020,1,1798,"97,000 ₪","17,000",בנזין,אוטומט,אפור מטאלי,09/2020,09/2023,פרטית,לא,לא,10,נתניה,,
879,טויוטה קורולה RUN-X,2003,3,1598,"17,000 ₪","286,000",בנזין,אוטומט,אפור עכבר,,05/2022,פרטית,לא,לא,NaN,פרדס חנה כרכור,פרטית,
880,מאזדה 6,2017,2,1998,"70,000 ₪","103,000",בנזין,אוטומט,לבן,01/2017,,פרטית,לא,לא,14,אשקלון,השכרה,
881,סוזוקי ליאנה,2006,5,1586,"4,900 ₪","226,000",בנזין,אוטומט,לבן פנינה,,01/2022,פרטית,לא,לא,NaN,בני ברק,פרטית,
882,טויוטה אוריס,2008,4,1598,"18,000 ₪","194,000",בנזין,רובוטית,אפור מטאלי,06/2008,06/2022,פרטית,לא,לא,13,אחיסמך,פרטית,
883,פולקסווגן פאסאט CC,2012,3,1984,"55,000 ₪","150,000",בנזין,אוטומט,לבן,10/2012,01/2022,פרטית,לא,לא,15,דימונה,פרטית,
884,מאזדה 3,2014,3,1496,"55,000 ₪","181,000",בנזין,אוטומט,כחול בהיר מטאלי,,01/2023,פרטית,לא,לא,10,ירושלים,פרטית,
885,סוזוקי בלנו,2002,2,1590,"7,500 ₪","125,000",בנזין,אוטומט,כסוף,12/2002,12/2022,פרטית,לא,לא,NaN,נתניה,פרטית,
886,סיאט איביזה,2011,5,1598,"19,000 ₪","246,000",בנזין,ידנית,שחור מטאלי,,02/2022,פרטית,לא,לא,14,רעננה,פרטית,
887,פיג'ו 206,2005,4,1360,לא צוין מחיר,"145,000",בנזין,אוטומט,אפור מטאלי,,,פרטית,לא,לא,NaN,חיפה,פרטית,
