,סוג,שנה,יד,סמ״ק,מחיר,קילומטראז',סוג מנוע,תיבת הילוכים,צבע,תאריך עליה לכביש,טסט עד,בעלות נוכחית,מוכן להחלפה,מותאם לנכים,זיהום מירבי,אזור המכירה:,בעלות קודמת,שם הסוכנות:
459,מיני JCW,2017,3,1998,"175,000 ₪","64,000",בנזין,אוטומט,לבן פנינה,01/2017,01/2023,פרטית,לא,לא,14,נתניה,פרטית,
460,יונדאי i10,2012,4,1086,"11,900 ₪","223,000",בנזין,ידנית,בז' מטאלי,02/2012,02/2022,פרטית,לא,לא,10,ירושלים,פרטית,
461,ניסאן מיקרה,2016,1,1198,"32,000 ₪","57,000",בנזין,ידנית,לבן,06/2016,06/2022,פרטית,לא,לא,7,רחובות,,
462,יונדאי סונטה הייבריד,2021,1,1999,"197,500 ₪","9,850",בנזין,אוטומט,אפור מטאלי,01/2021,01/2023,פרטית,לא,לא,3,פתח תקווה,,
463,ב.מ.וו סדרה 1,2016,2,1499,"109,000 ₪","65,000",בנזין,אוטומט,שחור,,,פרטית,כן,לא,12,ראשון לציון,פרטית,ספיישל מוטורס
464,פיג'ו 508,2015,2,1598,"29,000 ₪","230,000",בנזין,אוטומט,אפור,04/2015,04/2022,פרטית,כן,לא,14,חיפה,פרטית,עמית צור סוכניות רכב
465,אאודי A4,2015,2,1798,"104,500 ₪","104,000",בנזין,אוטומט,שחור,02/2015,02/2022,פרטית,כן,לא,13,בת ים,פרטית,yes car
466,קיה פיקנטו,2013,2,1248,"27,000 ₪","214,000",בנזין,אוטומט,לבן,03/2013,03/2022,פרטית,כן,לא,9,נתניה,ליסינג,איזי טרייד
467,יונדאי סונטה הייבריד,2017,1,1999,"97,000 ₪","100,000",בנזין,אוטומט,כסוף מטאלי,03/2017,,ליסינג,לא,לא,3,עפולה,,בלו סקאי סניף צפון
468,אאודי A6,2009,2,2995,"46,900 ₪","236,000",בנזין,אוטומט,שחור,09/2009,09/2022,פרטית,כן,לא,15,חיפה,ייבוא אישי,בן מוטורס
469,פיאט 500,2014,2,1242,"20,000 ₪","113,000",בנזין,רובוטית,שחור מטאלי,03/2014,03/2022,פרטית,לא,לא,7,פתח תקווה,השכרה,לוי אוטוטרייד בעמ
470,קיה נירו הייבריד,2018,1,1580,"98,000 ₪","87,000",בנזין,אוטומט,לבן,08/2018,08/2022,ליסינג,לא,לא,NaN,פתח תקווה,,"פרי ירוחם חברה לרכב בע""מ"
471,הונדה סיוויק (עד 2006),2001,5,1590,150 ₪ לחודש,"200,000",בנזין,אוטומט,כסוף מטאלי,,11/2022,פרטית,כן,לא,NaN,הרצליה,פרטית,אבי
472,פיג'ו 208,2017,1,1199,"35,900 ₪","105,000",בנזין,אוטומט,לבן,,02/2022,השכרה,לא,לא,7,ירושלים,,קאר פלייס
473,סיטרואן C1,2018,1,998,"46,900 ₪","26,000",בנזין,רובוטית,כסוף מטאלי,04/2018,04/2022,פרטית,כן,לא,4,נתניה,,יניב
474,קיה פיקנטו,2013,1,1248,"34,500 ₪","164,000",בנזין,אוטומט,אדום,01/2013,01/2023,ליסינג,כן,לא,9,חיפה,,אילון שחר חברה וסוכנות רכב בעמ
475,סוזוקי איגניס,2019,1,1242,לא צוין מחיר,"23,000",בנזין,אוטומט,לבן,11/2019,11/2022,פרטית,כן,לא,4,ראשון לציון,,טרייד אין אי אר תחבורה בעמ
476,שברולט טראוורס,2014,2,3564,"110,000 ₪","160,000",בנזין,אוטומט,שחור מטאלי,04/2014,04/2022,פרטית,כן,לא,15,תל אביב יפו,פרטית,אפיקים עטר מוטורס
477,ב.מ.וו X1,2021,1,1499,לא צוין מחיר,"3,000",בנזין,אוטומט,לבן מטאלי,,,פרטית,לא,לא,14,קרית שמונה,,טרנד מוטורס
478,ניסאן אקס טרייל,2019,1,1749,לא צוין מחיר,"82,000",דיזל,אוטומט,לבן,07/2019,07/2022,ליסינג,כן,לא,NaN,אזור,,סנטר קאר שירותי ליסינג ומימון בעמ
479,מיצובישי ASX,2018,1,1998,"110,000 ₪","43,200",בנזין,אוטומט,לבן,08/2018,08/2022,פרטית,לא,לא,15,חולון,,חולון מוטורס
480,לקסוס LS460,2015,3,4608,"205,000 ₪","99,000",בנזין,אוטומט,שחור מטאלי,06/2015,,פרטית,כן,לא,15,ירושלים,פרטית,אבו עישה מוטורס סחר ברכב וליסינג בעמ
481,אינפיניטי QX70 / FX37,2018,2,3696,"229,000 ₪","43,000",בנזין,אוטומט,לבן פנינה,07/2018,07/2022,פרטית,לא,לא,15,חיפה,פרטית,
482,מרצדס A-Class,2017,3,1595,"148,000 ₪","47,000",בנזין,אוטומט,שחור מטאלי,08/2017,08/2022,פרטית,כן,לא,9,אילת,פרטית,
483,ב.מ.וו סדרה 6,2014,4,2979,"190,000 ₪","160,000",בנזין,אוטומט,כסף מטלי,03/2014,03/2022,פרטית,כן,לא,15,באר שבע,פרטית,
484,מאזדה 3,2019,1,1998,"98,500 ₪","24,000",בנזין,אוטומט,לבן פנינה,03/2019,03/2022,פרטית,לא,לא,11,באר יעקב,,
485,סוזוקי סוויפט,2013,2,1242,"30,500 ₪","135,000",בנזין,ידנית,ירוק מטאלי,04/2013,04/2022,פרטית,לא,לא,8,תל מונד,פרטית,
486,ניסאן פרימרה,2007,2,1998,"10,500 ₪","200,000",בנזין,אוטומט,אפור,,06/2022,פרטית,לא,לא,NaN,חדרה,פרטית,
487,שברולט טראוורס,2011,4,3564,לא צוין מחיר,"190,000",בנזין,אוטומט,כסוף,,03/2022,פרטית,לא,לא,15,ירושלים,פרטית,
488,סקודה אוקטביה,2015,2,1197,"46,520 ₪","175,000",בנזין,אוטומט,אפור מטאלי,03/2015,03/2022,פרטית,לא,לא,14,עלי זהב,ליסינג,
489,ניסאן אקס טרייל,2020,2,1749,"141,500 ₪","43,000",דיזל,אוטומט,שחור מטאלי,02/2020,02/2022,פרטית,לא,לא,15,אשדוד,פרטית,
490,סקודה אוקטביה,2017,2,999,"78,000 ₪","100,000",בנזין,אוטומט,כסוף,11/2017,11/2022,פרטית,לא,לא,11,חיפה,פרטית,
491,אופל אסטרה,2013,3,1364,"24,000 ₪","128,000",בנזין,אוטומט,אפור מטאלי,07/2013,07/2022,פרטית,לא,לא,14,רמת השרון,פרטית,
492,מאזדה 3,2004,4,1598,"9,500 ₪","250,000",בנזין,אוטומט,זהב,12/2004,12/2022,פרטית,כן,לא,15,מגדל העמק,פרטית,
493,קיה פיקנטו,2016,2,1248,"45,900 ₪","76,000",בנזין,אוטומט,כסוף,02/2016,,פרטית,לא,לא,9,נתניה,השכרה,
494,שברולט טראוורס,2019,1,3564,לא צוין מחיר,"50,000",בנזין,אוטומט,לבן,,,פרטית,לא,לא,15,חולון,,אוטו טרייד
495,יונדאי i30,2013,1,1591,"46,000 ₪","73,000",בנזין,אוטומט,ברונזה מטאלי,07/2013,07/2022,פרטית,לא,לא,12,כפר חסידים א',,
496,פורד פיאסטה,2002,3,1299,"4,000 ₪","160,000",בנזין,ידנית,טורקיז,,02/2022,פרטית,כן,לא,NaN,צפת,פרטית,
497,ניסאן קשקאי,2018,2,1598,"103,000 ₪","94,000",דיזל,אוטומט,לבן,,,פרטית,לא,לא,13,קרית שמונה,פרטית,
498,קופרה לאון,2021,1,1984,"250,000 ₪","15,000",בנזין,אוטומט,שחור,04/2021,04/2022,פרטית,לא,לא,14,עפולה,,
499,סוזוקי סוויפט,2019,1,1242,"83,900 ₪","10,850",בנזין,אוטומט,שחור מטאלי,02/2019,02/2022,פרטית,לא,לא,4,רמת גן,,
500,רנו פלואנס,2014,3,1461,"28,000 ₪","219,000",דיזל,אוטומט,כסף מטלי,10/2014,10/2022,פרטית,כן,לא,14,כפר סבא,ליסינג,גלי ליסינג מכירת רכב
501,סוזוקי סלריו,2017,1,998,"39,500 ₪","135,000",בנזין,אוטומט,לבן,02/2017,02/2022,פרטית,כן,לא,4,ראשון לציון,,yes car
502,טויוטה קורולה הייבריד,2019,2,1798,"118,500 ₪","50,000",בנזין,אוטומט,כסוף מטאלי,04/2019,04/2022,פרטית,כן,לא,NaN,בת ים,פרטית,yes car
503,ב.מ.וו סדרה 5,2016,2,1997,"158,000 ₪","110,000",בנזין,אוטומט,לבן,08/2016,08/2022,פרטית,כן,לא,14,תל אביב יפו,פרטית,אס קלאס
504,פורד פומה,2021,0,999,1532 ₪ לחודש,,בנזין,אוטומט,שחור,12/2021,,פרטית,כן,לא,9,תל אביב יפו,,קפיטל מוטורס
505,ב.מ.וו X6,2014,5,2979,"169,900 ₪","125,000",בנזין,אוטומט,לבן מטאלי,06/2014,06/2022,פרטית,כן,לא,15,כפר יונה,פרטית,סנטרל סוכנויות
506,ב.מ.וו סדרה 1,2016,2,1499,"109,000 ₪","65,000",בנזין,אוטומט,שחור,,,פרטית,כן,לא,12,ראשון לציון,פרטית,ספיישל מוטורס
507,סקודה סופרב (עד 2019),2016,2,1984,"152,500 ₪","100,000",בנזין,אוטומט,בז' מטאלי,04/2016,04/2022,פרטית,כן,לא,15,ראשון לציון,פרטית,yes car
508,פיג'ו 508,2015,2,1598,"29,000 ₪","230,000",בנזין,אוטומט,אפור,04/2015,04/2022,פרטית,כן,לא,14,חיפה,פרטית,עמית צור סוכניות רכב
509,אאודי A4,2015,2,1798,"104,500 ₪","104,000",בנזין,אוטומט,שחור,02/2015,02/2022,פרטית,כן,לא,13,בת ים,פרטית,yes car
510,קיה פיקנטו,2013,2,1248,"27,000 ₪","214,000",בנזין,אוטומט,לבן,03/2013,03/2022,פרטית,כן,לא,9,נתניה,ליסינג,איזי טרייד
511,יונדאי סונטה הייבריד,2017,1,1999,"97,000 ₪","100,000",בנזין,אוטומט,כסוף מטאלי,03/2017,,ליסינג,לא,לא,3,עפולה,,בלו סקאי סניף צפון
512,אאודי A6,2009,2,2995,"46,900 ₪","236,000",בנזין,אוטומט,שחור,09/2009,09/2022,פרטית,כן,לא,15,חיפה,ייבוא אישי,בן מוטורס
513,פיאט 500,2014,2,1242,"20,000 ₪","113,000",בנזין,רובוטית,שחור מטאלי,03/2014,03/2022,פרטית,לא,לא,7,פתח תקווה,השכרה,לוי אוטוטרייד בעמ
514,קיה נירו הייבריד,2018,1,1580,"98,000 ₪","87,000",בנזין,אוטומט,לבן,08/2018,08/2022,ליסינג,לא,לא,NaN,פתח תקווה,,"פרי ירוחם חברה לרכב בע""מ"
515,הונדה סיוויק (עד 2006),2001,5,1590,150 ₪ לחודש,"200,000",בנזין,אוטומט,כסוף מטאלי,,11/2022,פרטית,כן,לא,NaN,הרצליה,פרטית,אבי
516,פיג'ו 208,2017,1,1199,"35,900 ₪","105,000",בנזין,אוטומט,לבן,,02/2022,השכרה,לא,לא,7,ירושלים,,קאר פלייס
517,סיטרואן C1,2018,1,998,"46,900 ₪","26,000",בנזין,רובוטית,כסוף מטאלי,04/2018,04/2022,פרטית,כן,לא,4,נתניה,,יניב
518,אאודי Q2,2020,1,1498,"162,000 ₪","49,000",בנזין,אוטומט,לבן,02/2020,02/2022,פרטית,לא,לא,7,באר שבע,,
519,מאזדה 3,2019,2,1998,"107,000 ₪","33,000",בנזין,אוטומט,שחור,01/2019,01/2023,פרטית,לא,לא,11,ירושלים,פרטית,
520,קיה ריו,2012,2,1248,"16,000 ₪","230,000",בנזין,ידנית,אפור עכבר,07/2012,07/2022,פרטית,לא,לא,14,אור יהודה,השכרה,
521,אאודי A4,2016,4,1395,"114,000 ₪","69,000",בנזין,אוטומט,אפור מטאלי,07/2016,07/2022,פרטית,לא,לא,14,אחיסמך,פרטית,
522,מאזדה 6,2008,3,1999,"29,500 ₪","111,000",בנזין,אוטומט,כסוף מטאלי,03/2008,03/2022,פרטית,לא,לא,15,נצרת עילית / נוף הגליל,פרטית,
523,רנו פלואנס,2015,2,1461,"30,000 ₪","190,000",דיזל,אוטומט,כסוף,11/2015,01/2023,פרטית,לא,לא,15,אשדוד,ליסינג,
524,פיג'ו 2008,2017,1,1199,"60,000 ₪","50,000",בנזין,אוטומט,שחור מטאלי,06/2017,06/2022,פרטית,לא,לא,10,נהריה,,
525,ניסאן מיקרה,2018,1,1198,"53,500 ₪","66,500",בנזין,אוטומט,כסוף מטאלי,03/2018,03/2022,פרטית,לא,לא,5,כרמיאל,,
526,לקסוס GS300H,2018,2,2494,"199,000 ₪","58,000",בנזין,אוטומט,שחור מטאלי,12/2018,12/2021,פרטית,לא,לא,4,ירושלים,פרטית,
527,דייהטסו סיריון,2009,4,1298,"16,900 ₪","121,000",בנזין,אוטומט,כסוף מטאלי,07/2009,07/2022,פרטית,לא,לא,4,פתח תקווה,פרטית,
528,מאזדה 6,2017,2,1998,"77,000 ₪","104,000",בנזין,אוטומט,שחור,04/2017,04/2022,פרטית,כן,לא,14,חיפה,ליסינג,
529,ב.מ.וו X5,2017,2,1997,"250,000 ₪","90,000",היברידי חשמל / בנזין,אוטומט,לבן,02/2017,02/2022,פרטית,לא,לא,3,הרצליה,פרטית,
530,פורד פוקוס,2012,2,1596,"16,000 ₪","165,000",בנזין,אוטומט,אפור מטאלי,10/2012,10/2022,פרטית,כן,לא,14,אשדוד,פרטית,
531,סוזוקי SX4 קרוסאובר,2015,2,1586,"58,000 ₪","94,000",בנזין,אוטומט,לבן פנינה,,06/2022,פרטית,לא,לא,8,גנות הדר,פרטית,...
532,טויוטה קורולה RUN-X,2007,2,1598,"18,500 ₪","247,300",בנזין,אוטומט,לבן,,05/2022,פרטית,לא,לא,NaN,שני ליבנה,פרטית,
533,פורד פוקוס,2017,2,1498,"47,000 ₪","140,000",בנזין,אוטומט,כסוף מטאלי,,,פרטית,לא,לא,14,ראשון לציון,פרטית,
534,אאודי A1,2015,4,1984,"129,000 ₪","39,000",בנזין,ידנית,שחור מטאלי,06/2015,06/2022,פרטית,לא,לא,11,פתח תקווה,פרטית,
535,סקודה אוקטביה,2012,3,1598,"19,500 ₪","428,000",דיזל,ידנית,לבן,,09/2022,פרטית,לא,לא,13,אלעד,פרטית,
536,ב.מ.וו Z4,2014,2,1997,"190,000 ₪","133,335",בנזין,אוטומט,שחור מטאלי,,,פרטית,לא,לא,11,אשדוד,פרטית,
537,סקודה אוקטביה,2015,1,1197,לא צוין מחיר,"172,000",בנזין,אוטומט,לבן מטאלי,12/2015,12/2022,פרטית,לא,לא,14,כרמיאל,,סוכנות טויוטה סגול כרמיאל
538,סקודה סופרב (עד 2019),2016,1,1984,"147,000 ₪","117,000",בנזין,אוטומט,לבן,07/2016,07/2022,פרטית,לא,לא,15,עפולה,,בלו סקאי סניף צפון
539,אופל אדם,2019,1,1398,"53,000 ₪","74,000",בנזין,אוטומט,שחור מטאלי,06/2019,06/2022,פרטית,לא,לא,8,להבים,,א. דהן מוטורס
540,וולוו XC60,2021,0,1969,3845 ₪ לחודש,,היברידי חשמל / בנזין,אוטומט,לבן,08/2021,08/2022,פרטית,כן,לא,14,תל אביב יפו,,קפיטל מוטורס
541,מרצדס GLB,2021,1,1332,"338,000 ₪",1,בנזין,אוטומט,לבן,08/2021,,חברה,לא,לא,13,פתח תקווה,,"חברת המזרח לשיווק מכוניות (1994) בע""מ"
542,סקודה קודיאק,2020,1,1968,"230,000 ₪","23,000",דיזל,אוטומט,אפור מטאלי,03/2020,03/2022,פרטית,לא,לא,14,ראשון לציון,,VOLVO TRADE יבואן רשמי
543,טויוטה פריוס הייבריד,2008,1,1497,לא צוין מחיר,"200,000",בנזין,אוטומט,ברונזה מטאלי,10/2008,10/2021,פרטית,לא,לא,NaN,חיפה,,Tech Car
544,ניסאן סנטרה,2019,1,1798,"84,900 ₪","25,000",בנזין,אוטומט,לבן מטאלי,12/2019,12/2022,ליסינג,לא,לא,15,ראשון לציון,,יחד מוטורס
545,יונדאי i25,2018,1,1368,"58,000 ₪","130,000",בנזין,אוטומט,קרם,09/2018,09/2022,ליסינג,לא,לא,14,ראשון לציון,,בטר קאר
546,סיטרואן C4 פיקאסו,2015,2,1997,"39,500 ₪","250,321",דיזל,אוטומט,כחול בהיר,09/2015,09/2022,חברה,כן,לא,14,גבעתיים,ליסינג,עידו גבעתיים
547,פיג'ו 3008,2018,1,1560,"114,990 ₪","60,000",דיזל,אוטומט,אפור,04/2018,04/2022,פרטית,לא,לא,14,חיפה,,"רכב הצפון בע""מ"
548,סקודה סופרב (2019 ואילך),2021,1,1395,לא צוין מחיר,"15,000",היברידי חשמל / בנזין,אוטומט,לבן,05/2021,05/2022,פרטית,כן,לא,2,ראשון לציון,,טרייד אין אי אר תחבורה בעמ
549,מאזדה 5,2011,4,1999,"37,900 ₪","260,000",בנזין,אוטומט,כסוף,10/2011,10/2022,פרטית,כן,לא,15,ראשון לציון,ליסינג,"גרינקאר יבוא ומסחר בע""מ"
550,טויוטה קורולה,2007,3,1598,"16,000 ₪","199,000",בנזין,אוטומט,כסוף מטאלי,,08/2022,פרטית,לא,לא,NaN,פתח תקווה,פרטית,ישראל עסקי רכב
551,ניסאן מיקרה,2013,1,1198,"19,500 ₪","185,000",בנזין,אוטומט,שחור,07/2013,07/2022,פרטית,לא,לא,7,תל אביב יפו,,אוטו חי - יוסי חזן בעמ
552,מאזדה 6,2014,2,2488,לא צוין מחיר,"68,000",בנזין,אוטומט,לבן פנינה,11/2014,11/2022,פרטית,לא,לא,14,חולון,פרטית,מאור
553,יונדאי i35,2011,3,1591,לא צוין מחיר,"137,000",בנזין,אוטומט,כסוף,08/2011,08/2022,פרטית,לא,לא,14,רחובות,ליסינג,רפי רפאל מוסכים בעמ
554,אופל אדם,2015,2,1398,"36,900 ₪","111,000",בנזין,אוטומט,לבן פנינה,08/2015,08/2022,פרטית,כן,לא,10,נתניה,פרטית,טרייד אין השרון
555,ב.מ.וו Z4,2014,2,1997,"190,000 ₪","133,335",בנזין,אוטומט,שחור מטאלי,,,פרטית,לא,לא,11,אשדוד,פרטית,
556,ניסאן אקס טרייל,2017,2,1598,"105,000 ₪","143,000",דיזל,אוטומט,לבן מטאלי,06/2017,06/2022,פרטית,לא,לא,14,שדרות,פרטית,
557,פיג'ו 207,2012,1,1598,"18,000 ₪","175,000",בנזין,אוטומט,כסוף,04/2012,04/2022,פרטית,לא,לא,15,דימונה,,
558,סיאט איביזה,2015,2,1390,"31,000 ₪","135,000",בנזין,ידנית,לבן פנינה,02/2015,02/2022,פרטית,לא,לא,NaN,ירושלים,פרטית,
559,מאזדה 6,2021,2,2488,"205,000 ₪","11,000",בנזין,אוטומט,שחור,01/2021,12/2021,פרטית,לא,כן,12,מועצה אזורית לב השרון,פרטית,
560,טויוטה C-HR,2018,2,1798,"119,000 ₪","30,000",בנזין,אוטומט,שחור,12/2018,12/2022,פרטית,לא,לא,3,תל אביב יפו,פרטית,
561,קיה פיקנטו,2018,1,998,"37,000 ₪","67,000",בנזין,ידנית,שחור,03/2018,03/2022,פרטית,כן,לא,NaN,קצרין,,
562,יונדאי גטס,2005,3,1341,"7,300 ₪","186,500",בנזין,אוטומט,תכלת,01/2005,01/2022,פרטית,לא,לא,NaN,רעננה,פרטית,
563,טויוטה יאריס,2013,4,1329,"28,000 ₪","185,000",בנזין,אוטומט,לבן,11/2013,11/2022,פרטית,לא,לא,7,קרית ארבע,פרטית,
564,פורד פוקוס,2013,2,1596,"23,000 ₪","103,000",בנזין,אוטומט,כחול כהה,04/2013,04/2022,פרטית,לא,לא,14,ירושלים,ליסינג,
565,רנו קליאו דור 3 (2006-2014),2010,2,1598,"10,000 ₪","150,000",בנזין,אוטומט,לבן,,,פרטית,לא,לא,15,רמת גן,פרטית,
566,סובארו B4,2010,2,1994,"23,000 ₪","245,000",בנזין,אוטומט,סגול מטאלי,03/2010,03/2022,פרטית,לא,לא,15,באר יעקב,פרטית,
567,קיה פיקנטו,2014,1,1248,"38,500 ₪","107,000",בנזין,אוטומט,אפור עכבר,09/2014,09/2022,פרטית,לא,לא,9,אזור,,
568,סוזוקי SX4 קרוסאובר,2015,2,1586,"58,000 ₪","94,000",בנזין,אוטומט,לבן פנינה,,06/2022,פרטית,לא,לא,8,גנות הדר,פרטית,...
569,פורד מוסטנג,2008,1,4608,לא צוין מחיר,"151,000",בנזין,אוטומט,שחור,04/2008,04/2022,ייבוא אישי,לא,לא,NaN,נתניה,,
570,אאודי A3,2013,3,1798,"70,000 ₪","119,000",בנזין,אוטומט,אפור מטאלי,02/2013,02/2022,פרטית,כן,לא,13,ירושלים,פרטית,
571,דודג' ג'רני,2008,4,2360,"21,000 ₪","136,000",בנזין,אוטומט,שחור,11/2008,11/2022,פרטית,לא,לא,15,שוקדה,פרטית,
572,ב.מ.וו X5,2008,7,2993,לא צוין מחיר,"111,000",דיזל,אוטומט,שחור מטאלי,09/2008,09/2022,פרטית,כן,לא,15,עראבה,פרטית,
573,פולקסווגן גולף,2018,2,1395,"115,000 ₪","52,000",בנזין,אוטומט,לבן,10/2018,10/2022,פרטית,לא,לא,12,הרצליה,פרטית,
574,שברולט קפטיבה,2013,3,2384,"34,500 ₪","123,000",בנזין,אוטומט,שחור מטאלי,03/2013,02/2022,פרטית,לא,לא,15,חיפה,פרטית,רכב תלחמי פואז ובניו
575,ב.מ.וו X5,2021,0,2993,לא צוין מחיר,,דיזל,אוטומט,שחור,,,פרטית,לא,לא,5,נשר,,שיא סוכנויות רכב
576,ניסאן קשקאי,2019,1,1461,"102,000 ₪","139,300",דיזל,אוטומט,שחור,12/2019,12/2022,פרטית,כן,לא,12,פתח תקווה,,ליס קאר רם בעמ
577,פיג'ו 301,2015,1,1199,"24,000 ₪","125,000",בנזין,רובוטית,לבן,08/2015,12/2021,פרטית,כן,לא,15,עפולה,,ט.א מוטורס
578,מרצדס CLA,2021,0,1332,לא צוין מחיר,,היברידי חשמל / בנזין,אוטומט,שחור מטאלי,06/2021,,ייבוא מקביל,כן,לא,NaN,נתניה,,E&Y LUXRYCARS
579,מיצובישי ספייס סטאר,2021,1,1193,"75,000 ₪",500,בנזין,אוטומט,לבן,03/2021,03/2022,פרטית,כן,כן,3,חיפה,,עמית צור סוכניות רכב
580,יונדאי סונטה הייבריד,2016,2,1999,"95,000 ₪","99,000",בנזין,אוטומט,אפור מטאלי,03/2016,03/2022,פרטית,כן,לא,3,מעלות תרשיחא,פרטית,טרייד אין קסיס
581,אם. ג'י. / MG ZS,2018,1,999,"74,900 ₪","65,000",בנזין,אוטומט,כסוף,09/2018,09/2022,פרטית,כן,לא,11,ראשון לציון,,DRIVE - IN
582,סיאט איביזה,2016,1,1197,"35,000 ₪","156,000",בנזין,ידנית,כחול בהיר מטאלי,03/2016,03/2022,פרטית,לא,לא,NaN,טבריה,,AMIT MOTORS
583,סקודה סופרב (עד 2019),2017,1,1798,"136,900 ₪","88,000",בנזין,אוטומט,חום מטאלי,09/2017,09/2022,פרטית,כן,לא,12,חיפה,,בני גולן ליב סוכנויות רכב
584,סוזוקי סלריו,2017,1,998,"39,500 ₪","135,000",בנזין,אוטומט,לבן,02/2017,02/2022,פרטית,כן,לא,4,בת ים,,yes car
585,מאזדה 3,2016,2,1998,"79,900 ₪","76,000",בנזין,אוטומט,כחול כהה מטאלי,12/2016,12/2022,פרטית,כן,לא,12,הרצליה,פרטית,עופר רחמים
586,טויוטה אוונסיס,2010,3,1987,"27,000 ₪","237,000",בנזין,אוטומט,כסף מטלי,04/2010,04/2022,פרטית,לא,לא,14,חולון,ליסינג,אוטו גד ש.ע בעמ
587,דאצ'יה לודג'י,2018,1,1461,"56,000 ₪","120,000",דיזל,ידנית,לבן מטאלי,06/2018,06/2022,ליסינג,לא,לא,11,רעננה,,"פרי ירוחם חברה לרכב בע""מ"
588,שברולט מאליבו,2014,2,1998,לא צוין מחיר,"150,000",בנזין,אוטומט,לבן,06/2014,06/2022,פרטית,לא,לא,15,עפולה,פרטית,שקד
589,רנו פלואנס,2014,3,1461,"28,000 ₪","219,000",דיזל,אוטומט,כסף מטלי,10/2014,10/2022,פרטית,כן,לא,14,כפר סבא,ליסינג,גלי ליסינג מכירת רכב
590,סוזוקי סלריו,2017,1,998,"39,500 ₪","135,000",בנזין,אוטומט,לבן,02/2017,02/2022,פרטית,כן,לא,4,ראשון לציון,,yes car
591,טויוטה קורולה הייבריד,2019,2,1798,"118,500 ₪","50,000",בנזין,אוטומט,כסוף מטאלי,04/2019,04/2022,פרטית,כן,לא,NaN,בת ים,פרטית,yes car
592,פולקסווגן גולף,2018,2,1395,"115,000 ₪","52,000",בנזין,אוטומט,לבן,10/2018,10/2022,פרטית,לא,לא,12,הרצליה,פרטית,
593,סוזוקי ויטרה,1996,8,1600,"30,000 ₪",250,בנזין,ידנית,לבן,,,פרטית,כן,לא,NaN,אשקלון,פרטית,
594,הונדה סיוויק סטיישן,2015,2,1798,"48,000 ₪","94,000",בנזין,אוטומט,לבן,07/2015,08/2022,פרטית,לא,לא,14,ראש פינה,ליסינג,
595,שברולט קפטיבה,2013,2,2384,לא צוין מחיר,"133,000",בנזין,אוטומט,שחור מטאלי,05/2013,05/2022,פרטית,לא,לא,15,נס ציונה,פרטית,
596,פורד אקספלורר,2015,2,3497,"145,000 ₪","105,000",בנזין,אוטומט,אפור מטאלי,08/2015,08/2022,פרטית,לא,לא,15,ראשון לציון,פרטית,
597,ניסאן מיקרה,2014,2,1198,"38,000 ₪","45,000",בנזין,אוטומט,כחול מטאלי,02/2014,02/2022,פרטית,לא,לא,5,רמת גן,פרטית,
598,טסלה מודל 3,2021,1,,"218,000 ₪","7,000",חשמלי,אוטומט,אפור מטאלי,08/2021,08/2022,פרטית,לא,לא,1,אשקלון,,
599,פיג'ו 308,2010,3,1598,"9,300 ₪","160,000",בנזין,אוטומט,אפור מטאלי,07/2010,07/2022,פרטית,לא,לא,15,מעברות,פרטית,
600,מאזדה 2,2008,3,1498,"10,000 ₪","225,000",בנזין,אוטומט,אדום,05/2008,05/2022,פרטית,לא,לא,14,כוכב השחר,פרטית,
601,מרצדס C-Class,2010,3,2997,"60,000 ₪","170,000",בנזין,אוטומט,אפור,12/2010,,פרטית,לא,לא,15,ירושלים,פרטית,
602,קרייזלר 300C,2008,1,3518,"35,000 ₪","165,000",בנזין,אוטומט,קרם,08/2008,12/2022,פרטית,לא,לא,15,חולון,,
603,סקודה פאביה,2016,1,1197,"48,000 ₪","120,000",בנזין,אוטומט,כחול,01/2016,01/2023,ליסינג,לא,לא,6,רמות נפתלי,,
604,קיה פיקנטו,2019,1,1248,"74,000 ₪","46,000",בנזין,אוטומט,לבן,01/2019,01/2023,פרטית,לא,לא,9,תל אביב יפו,,
605,יונדאי i10,2016,1,1248,לא צוין מחיר,"90,413",בנזין,אוטומט,כתום,11/2016,11/2022,פרטית,לא,לא,NaN,פתח תקווה,,סגל סער ציוד ורכב
606,שברולט ספארק,2017,1,1399,"57,000 ₪","96,000",בנזין,אוטומט,שחור,01/2017,,פרטית,לא,לא,8,אשדוד,,
607,רנו מגאן דור 2 (2004-2010),2008,3,1598,"5,000 ₪","180,000",בנזין,אוטומט,כחול כהה,05/2008,04/2022,פרטית,לא,לא,15,נתיבות,פרטית,
608,אאודי Q5,2018,1,1984,"210,000 ₪","106,000",בנזין,אוטומט,אפור מטאלי,02/2018,02/2022,פרטית,לא,לא,15,פתח תקווה,,
609,פורד מונדאו,2009,3,2261,"15,000 ₪","155,000",בנזין,אוטומט,שחור,05/2009,05/2022,פרטית,לא,לא,15,קרית מוצקין,פרטית,
610,רנו פלואנס,2014,2,1461,"25,000 ₪","270,000",דיזל,אוטומט,אפור מטאלי,09/2014,09/2022,פרטית,לא,לא,14,כפר יהושע,השכרה,
611,ב.מ.וו סדרה 5,2016,2,1997,"158,000 ₪","110,000",בנזין,אוטומט,לבן,08/2016,08/2022,פרטית,כן,לא,14,תל אביב יפו,פרטית,אס קלאס
